연번,행정동명,시설명,도로명주소,지번주소,건물층수,위도,경도,관리기관명,담당부서명,관리기관전화번호,데이터기준일자
277,북안면,서당리 경로당,경상북도 영천시 북안면 북안서당길 85-4,경상북도 영천시 북안면 효리 198-1,1,35.8781564,129.0235612,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
278,북안면,용계2 (새불) 경로당,경상북도 영천시 북안면 새불길 55-81,경상북도 영천시 북안면 신촌리 268,1,35.9221106,129.0459879,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
279,북안면,옥천리 경로당,경상북도 영천시 북안면 옥천길 26,경상북도 영천시 북안면 원당리 200,1,35.9371971,129.0125566,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
280,북안면,도천2리 경로당,경상북도 영천시 북안면 연당길 65,경상북도 영천시 북안면 반정리 56-5,2,35.9309249,129.0027081,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
281,북안면,효리 경로당,경상북도 영천시 북안면 효동길 67,경상북도 영천시 북안면 당리 715-1,1,35.8594844,128.991864,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
282,북안면,신촌리 경로당,경상북도 영천시 북안면 돈암길 309,경상북도 영천시 북안면 임포리 244,1,35.9183127,129.0106173,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
283,북안면,원당리 경로당,경상북도 영천시 북안면 대원당길 91,경상북도 영천시 북안면 원당리 97,1,35.93720289,129.0125566,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
284,북안면,반정3리 경로당,경상북도 영천시 북안면 돌할매로 41-26,경상북도 영천시 북안면 명주리 573-36,1,35.8747192,128.9967337,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
285,북안면,당2리 경로당,경상북도 영천시 북안면 중이길 12,경상북도 영천시 북안면 반계리 122-3,1,35.9267713,129.0062083,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
286,북안면,임포 범진A 경로당,경상북도 영천시 북안면 임포역길 86(범진아파트),경상북도 영천시 대창면 직천리 367-1,1,35.874698,128.9615173,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
287,북안면,임포1리 경로당,경상북도 영천시 북안면 팔암길 14,경상북도 영천시 대창면 운천리 515-3,1,35.8664095,128.9535179,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
288,북안면,명주리 경로당,경상북도 영천시 북안면 새불길 3,경상북도 영천시 대창면 운천리 861-1,1,35.8632437,128.9471854,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
289,북안면,반계리 경로당,경상북도 영천시 북안면 개미곡길 66-8,경상북도 영천시 대창면 용전리 138-1,1,35.8706877,128.9502394,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
290,북안면,팔암경로당,경상북도 영천시 북안면 팔암길 58,경상북도 영천시 대창면 어방리 274,1,35.8618432,128.9392532,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
291,대창면,직천리 경로당,경상북도 영천시 대창면 정동마을길 5,경상북도 영천시 대창면 오길리 571-1,1,35.865511,128.9282969,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
292,대창면,운천1리 경로당,경상북도 영천시 대창면 임하길 6,경상북도 영천시 대창면 오길리 82,1,35.8767388,128.9393781,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
293,대창면,운천2리 경로당,경상북도 영천시 대창면 운잠길 23,경상북도 영천시 대창면 용호리 833,1,35.8489251,128.9369289,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
294,대창면,용전리 경로당,경상북도 영천시 대창면 한들길 53,경상북도 영천시 대창면 신광리 161,2,35.8483341,128.9251365,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
295,대창면,어방리 경로당,경상북도 영천시 대창면 효원길 9-3,경상북도 영천시 대창면 신광리 988,1,35.8476682,128.9159405,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
296,대창면,오길1리 경로당,경상북도 영천시 대창면 용두길 40,경상북도 영천시 대창면 신광리 709-5,1,35.8568619,128.9209597,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
297,대창면,오길2리 경로당,경상북도 영천시 대창면 채산길 182,경상북도 영천시 대창면 조곡리 782-1,2,35.858754,128.9071807,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
298,대창면,용호리 경로당,경상북도 영천시 대창면 영지길 325-11,경상북도 영천시 대창면 조곡리 247,1,35.8695246,128.9050124,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
299,대창면,신광1리 경로당,경상북도 영천시 대창면 계상길 13-2,경상북도 영천시 대창면 구지리 561-5,2,35.8549842,128.8906283,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
300,대창면,신광효일 경로당,경상북도 영천시 대창면 효일길 113,경상북도 영천시 대창면 구지리 1247-3,1,35.8625134,128.8790379,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
301,대창면,신광2리 경로당,경상북도 영천시 대창면 영지길 109-1,경상북도 영천시 대창면 대재리 644,1,35.8772275,128.9023237,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
302,대창면,조곡리 경로당,경상북도 영천시 대창면 조곡안길 90,경상북도 영천시 대창면 사리리 146,1,35.8793095,128.884629,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
303,대창면,건지발 경로당,경상북도 영천시 대창면 금창로 785,경상북도 영천시 대창면 사리리 222-6,2,35.8760712,128.8719185,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
304,대창면,구지리 경로당,경상북도 영천시 대창면 용대로 804-1,경상북도 영천시 대창면 대창리 1076-11,2,35.8747175,128.8966419,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
305,대창면,장곡 경로당,경상북도 영천시 대창면 장곡길 153-1,경상북도 영천시 대창면 대창리 1076-11,2,35.8747175,128.8966419,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
306,대창면,대재리 경로당,경상북도 영천시 대창면 양지촌길 18,경상북도 영천시 대창면 대창리 1041-5,1,35.8742504,128.8965591,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
307,대창면,사리1리 경로당,경상북도 영천시 대창면 선진길 43,경상북도 영천시 대창면 대창리 694-5,2,35.8821367,128.8926887,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
308,대창면,사리2리 경로당,경상북도 영천시 대창면 금박로 810,경상북도 영천시 대창면 대창리 539-2,1,35.8812112,128.8865882,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
309,대창면,대창1리 경로당,경상북도 영천시 대창면 대창시장길 20,경상북도 영천시 대창면 강회리 204-10,1,35.8920963,128.8868148,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
310,대창면,대창면부인 경로당,경상북도 영천시 대창면 대창시장길 19-3,경상북도 영천시 대창면 강회리 432-1,1,35.8964401,128.8830716,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
311,대창면,대창면분회 경로당,경상북도 영천시 대창면 대창시장길 18-6,경상북도 영천시 대창면 병암리 421,1,35.8911592,128.8986615,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
312,대창면,대창2리 경로당,경상북도 영천시 대창면 신당길 15,경상북도 영천시 조교동 381,2,35.9771785,128.9629617,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
313,대창면,신당 경로당,경상북도 영천시 대창면 신당길 61-5,경상북도 영천시 조교동 883-171,1,35.968474,128.9602583,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
314,대창면,강회리 경로당,경상북도 영천시 대창면 강회2길 24,경상북도 영천시 망정동 214,1,35.9771492,128.9518421,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
315,대창면,강회마음 경로당,경상북도 영천시 대창면 강회3길 70,경상북도 영천시 야사동 183-5,1,35.9745893,128.9456033,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
316,대창면,병암리 경로당,경상북도 영천시 대창면 병암길 91,경상북도 영천시 야사동 154-89,1,35.9754729,128.9436146,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
317,동부동,조교,경상북도 영천시 조흔달1길 36(조교동),경상북도 영천시 야사동 429-2,1,35.9798734,128.9471089,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
318,동부동,장천,경상북도 영천시 장천1길 40(조교동),경상북도 영천시 야사동 186-4,1,35.9736949,128.946677,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
319,동부동,망정,경상북도 영천시 망정3길 27(망정동),경상북도 영천시 야사동 187-7,1,35.972781,128.9472448,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
320,동부동,동부동4통,경상북도 영천시 야사1길 11(야사동),경상북도 영천시 야사동 301,1,35.9730289,128.9412826,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
321,동부동,동부동5통,경상북도 영천시 새말1길 46(야사동),경상북도 영천시 야사동 311,1,35.9739194,128.9405902,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
322,동부동,안야사,경상북도 영천시 안야사길 57(야사동),경상북도 영천시 야사동 120,1,35.9776972,128.944312,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
323,동부동,문화,경상북도 영천시 영천고2길 9(야사동),경상북도 영천시 야사동 120,1,35.9776972,128.944312,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
324,동부동,행운3길,경상북도 영천시 문화새길 39(야사동),경상북도 영천시 야사동 120,1,35.9776972,128.944312,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
325,동부동,야사주공1차,경상북도 영천시 상록1길 9(야사동),경상북도 영천시 언하동 146-1,1,35.9868426,128.9692638,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
326,동부동,야사주공2차,경상북도 영천시 상록4길 25(야사동),경상북도 영천시 언하동 372-9,1,35.9845885,128.9625494,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
327,동부동,야사주공3차,경상북도 영천시 충효로 147(야사동),경상북도 영천시 신기동 산5-11,1,35.9979009,128.9574074,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
328,동부동,야사주공4차,경상북도 영천시 충효로 147(야사동),경상북도 영천시 망정동 151-9,1,35.9745079,128.9513491,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
329,동부동,야사주공5차,경상북도 영천시 충효로 147(야사동),경상북도 영천시 야사동 92,1,35.9789967,128.9495767,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
330,동부동,언하1동,경상북도 영천시 새미길 121(언하동),경상북도 영천시 야사동 210-17,1,35.9719362,128.9469431,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
331,동부동,언하2동,경상북도 영천시 포은로 73(언하동),경상북도 영천시 야사동 216,1,35.9713168,128.9454855,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
332,동부동,신기,경상북도 영천시 상신기길 85(신기동),경상북도 영천시 야사동 211-4,1,35.9707732,128.9456176,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
333,동부동,망정17통,경상북도 영천시 미륵3길 27(망정동),경상북도 영천시 야사동 166-10,2,35.9745863,128.9435852,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
334,동부동,금성아파트,경상북도 영천시 망정1길 95(야사동),경상북도 영천시 야사동 335-38,1,35.9742315,128.9417116,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
335,동부동,문화새길,경상북도 영천시 문화새길 62-18(야사동),경상북도 영천시 망정동 177-1,1,35.976289,128.9496186,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
336,동부동,동남,경상북도 영천시 영천고1길 85-5(야사동),경상북도 영천시 야사동 331-13,2,35.9758008,128.9406558,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
337,동부동,유성타워,경상북도 영천시 영천고1길 76(야사동),경상북도 영천시 야사동 350-1,1,35.976496,128.9405033,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
338,동부동,야사,경상북도 영천시 상록4길 82(야사동),경상북도 영천시 야사동 350-1,1,35.976496,128.9405033,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
339,동부동,상록7길,경상북도 영천시 상록7길 20(야사동),경상북도 영천시 망정동 129,1,35.9735842,128.9493988,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
340,동부동,청호아파트,경상북도 영천시 망정2길 7-9(망정동),경상북도 영천시 망정동 129,1,35.9735842,128.9493988,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
341,동부동,동부동26통,경상북도 영천시 모란3길 11(야사동),경상북도 영천시 망정동 116,1,35.9721314,128.9503039,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
342,동부동,청구1차,경상북도 영천시 모란1길 18(야사동),경상북도 영천시 망정동 116,1,35.9721314,128.9503039,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
343,동부동,청구2차,경상북도 영천시 모란1길 18(야사동),경상북도 영천시 망정동 378-1,1,35.9828393,128.9530471,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
344,동부동,망정주공1차,"경상북도 영천시 동부로 40(망정동, 주공아파트)",경상북도 영천시 망정동 471,2,35.987427,128.9535857,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
345,동부동,망정주공2차,"경상북도 영천시 동부로 40(망정동, 주공아파트)",경상북도 영천시 야사동 202,2,35.9715244,128.9484217,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
346,동부동,망정주공3차,"경상북도 영천시 동부로 14(망정동, 주공아파트)",경상북도 영천시 망정동 462,2,35.9882773,128.9552439,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
347,동부동,망정주공4차,"경상북도 영천시 동부로 14(망정동, 주공아파트)",경상북도 영천시 망정동 325-3,5,35.9802446,128.9515577,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
348,동부동,휴먼시아5단지,경상북도 영천시 망정로 80(망정동),경상북도 영천시 망정동 461,1,35.9909501,128.954949,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
349,동부동,창신아파트,경상북도 영천시 창신1길 21(망정동),경상북도 영천시 야사동 671,1,35.9812139,128.9444817,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
350,동부동,우방아파트,경상북도 영천시 동부로 15(야사동),경상북도 영천시 야사동 288-30,1,35.9710705,128.940705,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
351,동부동,번영2길(청솔),경상북도 영천시 창신1길 22(망정동),경상북도 영천시 문외동 178-2,1,35.9700423,128.9364176,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
352,동부동,동부동46통,경상북도 영천시 망정1길 146유호빌리지102102(망정동),경상북도 영천시 문내동 89,1,35.9683849,128.9337504,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
353,동부동,코아루,"경상북도 영천시 창신1길 42,102동1층(망정동)",경상북도 영천시 문내동 69,1,35.9696059,128.9323922,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
354,동부동,한신더휴영천 퍼스트아파트,"경상북도 영천시 망정1길 171,106동1층(야사동)",경상북도 영천시 창구동 149-1,1,35.9705305,128.9298497,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
355,동부동,보목경로당,경상북도 영천시 호국로 24-20,경상북도 영천시 과전동 25,1,35.9653462,128.9305694,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
356,중앙동,문외동,경상북도 영천시 동문길 114-6,경상북도 영천시 문외동 49-1,2,35.9735038,128.9396894,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
357,중앙동,문내부인,경상북도 영천시 동문1길 5-46,경상북도 영천시 문외동 49,1,35.9748924,128.9394875,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
358,중앙동,문내동,경상북도 영천시 옛군청2길 27-35,경상북도 영천시 문외동 9-9,2,35.9741459,128.9375671,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
359,중앙동,창구,경상북도 영천시 법원길 80,경상북도 영천시 문외동 49-2,5,35.9724413,128.9403665,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
360,중앙동,과전동,경상북도 영천시 창대서원2길32,경상북도 영천시 문외동 200,1,35.9738995,128.9352967,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
361,중앙동,신우맨션,경상북도 영천시 상록4길 5,경상북도 영천시 오미동 224,1,36.0007908,128.9417555,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
362,중앙동,무궁화타운,경상북도 영천시 충효로 97,경상북도 영천시 오미동 435,1,35.9843633,128.9356464,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
363,중앙동,문외동 행복,경상북도 영천시 청산2길 5,경상북도 영천시 중앙동 507-3,1,36.0057523,128.9183955,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
364,중앙동,영진궁전,경상북도 영천시 시청동길 8(영진궁전105204),경상북도 영천시 녹전동 385,1,36.0035194,128.9155134,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
365,중앙동,삼산무지개타운,경상북도 영천시 청산길 29,경상북도 영천시 녹전동 709-1,1,36.0106717,128.9142405,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
366,중앙동,오미1동,경상북도 영천시 삼귀길 220,경상북도 영천시 녹전동 723-2,1,36.0094548,128.914029,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
367,중앙동,오미2동,경상북도 영천시 야사오미길127-6,경상북도 영천시 도림동 404-1,1,36.0140806,128.9375495,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
368,중앙동,녹전1동,경상북도 영천시 녹전길 78-12,경상북도 영천시 도림동 1169-1,1,36.0085723,128.9311592,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
369,중앙동,녹전2동 석동,경상북도 영천시 석동1길 14,경상북도 영천시 도림동 698,1,36.0187886,128.9309854,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
370,중앙동,녹전3동,경상북도 영천시 명산길 171,경상북도 영천시 매산동 136-1,1,36.0234186,128.9232713,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
371,중앙동,녹전3동 부인,경상북도 영천시 조동길 23-86,경상북도 영천시 매산동 772-1,1,36.0183149,128.9183193,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
372,중앙동,도림1동,경상북도 영천시 직동길 285,경상북도 영천시 매산동 435,1,36.012227,128.9220503,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
373,중앙동,도림1동 직동,경상북도 영천시 직동길 117-14,경상북도 영천시 문내동 207,15,35.9716588,128.9307987,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
374,중앙동,도림2동,경상북도 영천시 토골길 30,경상북도 영천시 문내동 1-2,3,35.9750687,128.9316747,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
375,중앙동,매산1동,경상북도 영천시 매산뒷길 21-7,경상북도 영천시 문외동 384,20,35.9737986,128.9363258,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
376,중앙동,매산2동,경상북도 영천시 갈마일길 119-4,경상북도 영천시 교촌동 85,2,35.9688193,128.9292209,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
377,중앙동,하명,경상북도 영천시 하명길 54,경상북도 영천시 성내동 121,2,35.9651399,128.9274106,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
378,중앙동,문내주공아파트,경상북도 영천시 충효로 97,경상북도 영천시 성내동 205-2,1,35.9617487,128.9244531,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
379,중앙동,대동다숲,경상북도 영천시 중앙동1길102-10,경상북도 영천시 오수동 138-3,2,35.9604945,128.9167581,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
380,중앙동,센트럴,경상북도 영천시 충효로 39,경상북도 영천시 화룡동 181-2,2,35.9663918,128.9200282,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
381,서부동,교촌 경로당,경상북도 영천시 향교길 15-3(교촌동),경상북도 영천시 대전동 365-1,1,35.9869227,128.9155833,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
382,서부동,성내 경로당,경상북도 영천시 최무선로 247(성내동),경상북도 영천시 서산동 905-1,1,35.9773005,128.8858243,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
383,서부동,교동 경로당,경상북도 영천시 나루터길 11(성내동),경상북도 영천시 오수동 392-3,2,35.9538628,128.9179496,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
384,서부동,오수 경로당,경상북도 영천시 오수2길 43(오수동),경상북도 영천시 화룡동 182-3,5,35.9654416,128.920536,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
385,서부동,영화경로당,경상북도 영천시 양지길 2-36,경상북도 영천시 화룡동 740-2,2,35.9750634,128.9142056,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
386,서부동,대전1 경로당,경상북도 영천시 대전길 121(대전동),경상북도 영천시 대전동 595-4,1,35.9807271,128.9108778,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
387,서부동,서산 경로당,경상북도 영천시 서운길 179(서산동),경상북도 영천시 쌍계동 264-1,1,35.963447,128.9078833,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
388,서부동,영천농원 경로당,경상북도 영천시 유봉길 64(오수동),경상북도 영천시 서산동 429-1,1,35.9786171,128.898817,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
389,서부동,양지맨션 경로당,"경상북도 영천시 상아탑길 7-6(화룡동, 양지맨션)",경상북도 영천시 화룡동 201,1,35.9636985,128.9227619,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
390,서부동,화룡 경로당,경상북도 영천시 음지길 44(화룡동),경상북도 영천시 성내동 198-1,1,35.963043,128.925262,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
391,서부동,대전2동 경로당,경상북도 영천시 대전길 37(대전동),경상북도 영천시 완산동 906-36,1,35.9619134,128.9380621,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
392,서부동,쌍계 경로당,경상북도 영천시 쌍계길 77-2(쌍계동),경상북도 영천시 완산동 1062-7,2,35.9645974,128.935299,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
393,서부동,삼산 경로당,경상북도 영천시 삼산마을길 60(서산동),경상북도 영천시 완산동 565,1,35.9629922,128.9529438,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
394,서부동,태평스카이 경로당,경상북도 영천시 장수로 10(화룡동),경상북도 영천시 완산동 988-4,2,35.965298,128.9362961,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
395,서부동,성내 장수 경로당,경상북도 영천시 성내1길 20(성내동),경상북도 영천시 완산동 1009-1,5,35.9670602,128.9404291,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
396,완산동,완산 8통 9통 경로당,경상북도 영천시 완산중앙4길 13(완산동),경상북도 영천시 완산동 438-1,2,35.960231,128.9529017,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
397,완산동,남부 경로당,경상북도 영천시 강남2길 7(완산동),경상북도 영천시 완산동 966-17,3,35.9649174,128.9400256,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
398,완산동,완산1통 경로당,경상북도 영천시 바깥완산길 89(완산동),경상북도 영천시 완산동 1094-14,3,35.9617056,128.9341984,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
399,완산동,완산청구하이츠 경로당,"경상북도 영천시 강남길 31(완산동,완산청구하이츠)",경상북도 영천시 완산동 938-10,1,35.9607215,128.9400834,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
400,완산동,완산궁전 경로당,"경상북도 영천시 완산6길 29, 103동 107호(완산동, 궁전맨션)",경상북도 영천시 완산동 1460,24,35.9648196,128.9396324,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
401,완산동,완산2통 경로당,경상북도 영천시 안완산길 81(완산동),경상북도 영천시 완산동 1436,1,35.9648196,128.9396324,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
402,완산동,완산3통 경로당,경상북도 영천시 완산2길 24(완산동),경상북도 영천시 완산동 1470,2,35.9648196,128.9396324,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
403,완산동,완산10통 경로당,경상북도 영천시 구읍2길 16-3(완산동),경상북도 영천시 완산동 1437,25,35.9648196,128.9396324,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
404,완산동,완산7통 경로당,경상북도 영천시 약전1길 17(완산동),경상북도 영천시 도동 542-10,2,35.9413465,128.9279416,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
405,완산동,미소지움1차 경로당,경상북도 영천시 완산5길 25,경상북도 영천시 도동 115-9,2,35.9408825,128.9318707,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
406,완산동,이편한세상 1단지경로당,경상북도 영천시 완산9길 15 이편한세상 1단지,경상북도 영천시 금노동 111,1,35.9517788,128.9414872,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
407,완산동,미소지움 프리미엄 경로당,경상북도 영천시 완산5길 111,경상북도 영천시 금노동 556-7,2,35.9622525,128.9278369,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
408,완산동,이편한세상 2단지경로당,경상북도 영천시 완산9길 16,경상북도 영천시 금노동 540-9,2,35.9608678,128.9305601,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
409,남부동,도동1통경로당,경상북도 영천시 도동구역길 37 (도동),경상북도 영천시 금노동 604-25,1,35.9593559,128.9313128,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
410,남부동,도동2통경로당,경상북도 영천시 상산길 42 (도동),경상북도 영천시 금노동 372-51,2,35.9568124,128.9325988,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
411,남부동,쇠느리경로당,경상북도 영천시 쇠늘못안길 132 (금노동),경상북도 영천시 범어동 445-1,1,35.9467808,128.9681602,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
412,남부동,금노4통경로당,경상북도 영천시 담안1길 29 (금노동),경상북도 영천시 범어동 765-1,1,35.9437944,128.9596881,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
413,남부동,금노5통 6통경로당,경상북도 영천시 담안4길 42-10 (금노동),경상북도 영천시 작산동 197-3,1,35.9425127,128.9530159,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
414,남부동,금노7통경로당,경상북도 영천시 담안7길 21 (금노동),경상북도 영천시 작산동 154-1,1,35.9417531,128.951525,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
415,남부동,금노8통경로당,경상북도 영천시 천문로 208-13 (금노동),경상북도 영천시 봉동 673-11,1,35.9333483,128.9436856,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
416,남부동,범어경로당,경상북도 영천시 범어2길 187 (범어동),경상북도 영천시 도남동 559,1,35.9352648,128.9361591,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
417,남부동,범어진옥경로당,경상북도 영천시 범어2길 3-3 (범어동),경상북도 영천시 도남동 66,1,35.934074,128.9399917,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
418,남부동,작산경로당,경상북도 영천시 한방로 227-139 (작산동),경상북도 영천시 본촌동 639,1,35.9252653,128.9522804,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
419,남부동,작산11통경로당,경상북도 영천시 한방로 223-4 (작산동),경상북도 영천시 채신동 503,1,35.9132298,128.9566753,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
420,남부동,봉동경로당,경상북도 영천시 봉동2길 23-60 (봉동),경상북도 영천시 남부동 319-6,1,35.9024377,128.9599596,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
421,남부동,도남경로당,경상북도 영천시 칠백로 843 (도남동),경상북도 영천시 봉동 805,1,35.9340248,128.9578594,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
422,남부동,도남윗마을경로당,경상북도 영천시 도남길 40 (도남동),경상북도 영천시 신녕면 매양리 309,1,36.0404856,128.7806174,경상북도 영천시청,사회복지과,054-330-6178,2025-11-17
