회사명,소재지,대표업종,업종명,전화번호,팩스번호,종업원수,위도,경도
광덕산업,경상북도 영천시 대창면,18119,기타 인쇄업 외 1 종,054-336-9050,054-336-9030,4,35.88851007,128.88750399
팀시스템,경상북도 영천시 청통면,22223,플라스틱 창호 제조업,054-336-9078,054-336-9079,4,36.00912727,128.83399563
대명영농조합법인,경상북도 영천시 고경면,20312,복합비료 및 기타 화학비료 제조업 외 1 종,054-336-9090,054-335-5702,8,36.00623465,129.09179185
(주)동산,경상북도 영천시 대창면,10901,반려동물용 사료 제조업 외 7 종,054-336-9090,054-336-9101,8,35.88851007,128.88750399
파란들,경상북도 영천시 화산면,10519,기타 곡물 가공품 제조업,054-336-9091,,3,36.03702909,128.90251977
주식회사 에코라스,경상북도 영천시 화산면,25992,수동식 식품 가공기기 및 금속 주방용기 제조업,054-336-9393,,8,36.03702909,128.90251977
(주) 진웅산업,경상북도 영천시 화산면,23324,"콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 3 종",054-336-9393,053-851-6673,7,36.03702909,128.90251977
(주)대흥,경상북도 영천시 청통면,30399,그 외 자동차용 신품 부품 제조업 외 1 종,054-336-9393,054-338-9395,23,36.00912727,128.83399563
(주)대금(지점),경상북도 영천시 고경면,25929,그 외 기타 금속가공업,054-336-9393,,4,36.00623465,129.09179185
(주)대산종합엔지니어링,경상북도 영천시 고경면,13229,기타 직물제품 제조업,054-336-9393,,5,36.00623465,129.09179185
대승플랜트,경상북도 영천시 금호읍,25113,육상 금속 골조 구조재 제조업,054-336-9393,,10,35.92147076,128.90702383
주식회사 대금,경상북도 영천시 고경면,25113,육상 금속 골조 구조재 제조업,054-336-9393,,6,36.00623465,129.09179185
주식회사 디엠아이,경상북도 영천시 금호읍,20203,혼성 및 재생 플라스틱 소재 물질 제조업,054-336-9393,,10,35.92147076,128.90702383
주식회사 시티오,경상북도 영천시 청통면,10412,식물성 유지 제조업,054-336-9393,,4,36.00912727,128.83399563
(주)씨아이씨테크,경상북도 영천시 본촌동,20501,합성섬유 제조업,054-336-9401,051-831-3213,34,35.92961171,128.96957999
(주)세운티.엔.에스,경상북도 영천시 망정동,23121,"1차 유리제품, 유리섬유 및 광학용 유리 제조업",054-336-9551,054-336-9556,15,35.97805433,128.95399701
(주)세운티.엔.에스(제2공장),경상북도 영천시 망정동,23121,"1차 유리제품, 유리섬유 및 광학용 유리 제조업 외 2 종",054-336-9551,054-336-9556,15,35.97805433,128.95399701
(주)제이티에스,경상북도 영천시 임고면,23129,기타 산업용 유리제품 제조업 외 1 종,054-336-9551,054-927-2205,15,36.01669094,129.01587570
태성기공,경상북도 영천시 청통면,30201,차체 및 특장차 제조업,054-336-9588,054-336-9589,6,36.00912727,128.83399563
부림테크,경상북도 영천시 금호읍,25113,육상 금속 골조 구조재 제조업 외 1 종,054-336-9645,054-336-9645,5,35.92147076,128.90702383
(주)삼영,경상북도 영천시 대창면,20202,합성수지 및 기타 플라스틱 물질 제조업,054-336-9800,054-336-9803,7,35.88851007,128.88750399
동방TECH,경상북도 영천시 대창면,29199,그 외 기타 일반목적용 기계 제조업 외 1 종,054-336-9821,054-336-9822,5,35.88851007,128.88750399
영광정공,경상북도 영천시 대창면,25929,그 외 기타 금속가공업,054-336-9934,053-985-9934,0,35.88851007,128.88750399
주식회사 엠피아이,경상북도 영천시 대창면,15190,기타 가죽제품 제조업 외 1 종,054-336-9940,054-336-9943,67,35.88851007,128.88750399
(주)영남볼트,경상북도 영천시 도남동,25941,볼트 및 너트류 제조업 외 3 종,054-336-9943,0505-300-5005,8,35.93673831,128.93883558
진영제약,경상북도 영천시 대전동,10899,그 외 기타 식료품 제조업 외 1 종,054-336-9944,054-331-8740,3,35.99231605,128.91703804
농업회사법인 (주)태동현,경상북도 영천시 임고면,10309,기타 과실채소 가공 및 저장 처리업,054-337-0009,054-337-0059,10,36.01669094,129.01587570
화산약초영농조합법인,경상북도 영천시 청통면,10309,기타 과실채소 가공 및 저장 처리업,054-337-0091,054-337-0092,5,36.00912727,128.83399563
화산약초영농조합법인,경상북도 영천시 청통면,10309,기타 과실채소 가공 및 저장 처리업,054-337-0091,,5,36.00912727,128.83399563
(주)대린정공,경상북도 영천시 청통면,30320,자동차 차체용 신품 부품 제조업 외 1 종,054-337-0173,054-337-1223,20,36.00912727,128.83399563
대진산업,경상북도 영천시 화산면,25113,육상 금속 골조 구조재 제조업,054-337-0234,,4,36.03702909,128.90251977
성일이엔지,경상북도 영천시 청통면,25113,육상 금속 골조 구조재 제조업 외 1 종,054-337-0240,054-337-0249,9,36.00912727,128.83399563
(주)영남산기,경상북도 영천시 화산면,29131,액체 펌프 제조업 외 1 종,054-337-0311,054-337-0411,4,36.03702909,128.90251977
(주)대광티케이,경상북도 영천시 금호읍,21100,기초 의약 물질 제조업 외 2 종,054-337-0465,,7,35.92147076,128.90702383
치산영농조합법인,경상북도 영천시 신녕면,20312,복합비료 및 기타 화학비료 제조업 외 1 종,054-337-0500,054-337-0600,10,36.07255316,128.80475302
(주)옥천당 영천지점,경상북도 영천시 임고면,21220,한의약품 제조업,054-337-0788,054-337-0702,8,36.01669094,129.01587570
욱일산업(주),경상북도 영천시 대창면,30399,그 외 자동차용 신품 부품 제조업 외 1 종,054-337-1015,054-337-1017,30,35.88851007,128.88750399
주식회사 신진알앤씨,경상북도 영천시 청통면,22199,그 외 기타 고무제품 제조업,054-337-1076,0303-3130-0229,6,36.00912727,128.83399563
(주)대경인퍼니텍,경상북도 영천시 금호읍,32029,기타 목재가구 제조업 외 4 종,054-337-1242,054-337-1240,15,35.92147076,128.90702383
우천산업,경상북도 영천시 청통면,38321,비금속류 해체 및 선별업 외 1 종,054-337-1320,054-337-1330,7,36.00912727,128.83399563
(주)기정테크,경상북도 영천시 임고면,30320,자동차 차체용 신품 부품 제조업 외 1 종,054-337-1661,054-337-1677,20,36.01669094,129.01587570
(주)이비씨코리아,경상북도 영천시 금호읍,23993,비금속광물 분쇄물 생산업,054-337-1701,054-336-4856,8,35.92147076,128.90702383
우리아스콘(주),경상북도 영천시 고경면,23991,아스팔트 콘크리트 및 혼합제품 제조업,054-337-1888,054-338-5503,4,36.00623465,129.09179185
서광섬유,경상북도 영천시 청통면,13104,연사 및 가공사 제조업,054-337-1906,054-337-1907,4,36.00912727,128.83399563
(주)디에스프레스,경상북도 영천시 금호읍,25929,그 외 기타 금속가공업,054-337-2067,054-335-2067,10,35.92147076,128.90702383
케이비바이오,경상북도 영천시 청통면,20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업 외 2 종",054-337-2115,054-337-2110,3,36.00912727,128.83399563
허브주식회사,경상북도 영천시 임고면,10309,기타 과실채소 가공 및 저장 처리업,054-337-2297,0504-194-7911,5,36.01669094,129.01587570
나눔제약(주),경상북도 영천시 도림동,21220,한의약품 제조업,054-337-2297,070-8260-2297,10,36.03338272,128.95378600
주식회사 천우산업,경상북도 영천시 금호읍,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-337-2411,054-337-2416,11,35.92147076,128.90702383
(주)대호,경상북도 영천시 대창면,32029,기타 목재가구 제조업,054-337-2450,054-337-2453,5,35.88851007,128.88750399
옥진식품,경상북도 영천시 화북면,10212,수산동물 건조 및 염장품 제조업,054-337-2566,,4,36.10724814,128.96328018
(주)남이제약,경상북도 영천시 화남면,21220,한의약품 제조업 외 2 종,054-337-2666,054-336-7732,3,36.11080064,128.86520597
주식회사 케이앤엘팩,경상북도 영천시 언하동,17221,종이 포대 및 가방 제조업,054-337-3110,054-337-3112,50,35.99327900,128.97433802
주식회사 에스에이치메드,경상북도 영천시 금노동,27199,그 외 기타 의료용 기기 제조업,054-337-3182,054-338-3182,5,35.94642833,128.94326126
(주)네츄럴라이프,경상북도 영천시 청통면,23323,플라스터 혼합제품 제조업,054-337-3233,054-337-3235,10,36.00912727,128.83399563
(주)천호,경상북도 영천시 청통면,25113,육상 금속 골조 구조재 제조업,054-337-3314,054-337-3316,8,36.00912727,128.83399563
농업회사법인 (주)한도,경상북도 영천시 청통면,10519,기타 곡물 가공품 제조업,054-337-3314,054-337-3316,10,36.00912727,128.83399563
농업회사법인 (주)한도,경상북도 영천시 청통면,10519,기타 곡물 가공품 제조업,054-337-3314,054-337-3316,10,36.00912727,128.83399563
(주)광신공조,경상북도 영천시 도남동,24132,강관 제조업 외 1 종,054-337-3344,054-337-3343,22,35.93673831,128.93883558
광신공조산업사,경상북도 영천시 괴연동,25913,자동차용 금속 압형제품 제조업 외 1 종,054-337-3344,054-337-3343,6,35.90549541,128.96496376
기산HITEC,경상북도 영천시 도남동,25112,구조용 금속 판제품 및 공작물 제조업,054-337-3346,054-337-3343,4,35.93673831,128.93883558
(주) 아름,경상북도 영천시 대창면,16299,그 외 기타 나무제품 제조업 외 1 종,054-337-3399,054-335-9961,15,35.88851007,128.88750399
(주)경천산업,경상북도 영천시 금호읍,24191,"도금, 착색 및 기타 표면처리강재 제조업 외 7 종",054-337-3538,054-337-3539,10,35.92147076,128.90702383
(주)우진화학,경상북도 영천시 금호읍,20493,접착제 및 젤라틴 제조업 외 1 종,054-337-3663,054-337-3664,1,35.92147076,128.90702383
(주)젬마클린텍,경상북도 영천시 고경면,31113,기타 선박 건조업 외 1 종,054-337-4001,054-337-4009,3,36.00623465,129.09179185
(주)수안,경상북도 영천시 고경면,20203,혼성 및 재생 플라스틱 소재 물질 제조업,054-337-4006,054-337-4008,17,36.00623465,129.09179185
신성물산(주),경상북도 영천시 도남동,20129,기타 기초 무기 화학물질 제조업,054-337-4143,054-337-4142,3,35.93673831,128.93883558
대륙전선(주)1공장,경상북도 영천시 도남동,28302,기타 절연선 및 케이블 제조업,054-337-5000,054-337-5000,14,35.93673831,128.93883558
대륙전선(주),경상북도 영천시 도남동,28302,기타 절연선 및 케이블 제조업,054-337-5000,054-337-5004,60,35.93673831,128.93883558
대륙전선(주)2공장,경상북도 영천시 도남동,28302,기타 절연선 및 케이블 제조업,054-337-5000,054-337-5004,4,35.93673831,128.93883558
(주)한중엔시에스(제2공장),경상북도 영천시 채신동,28113,에너지 저장장치 제조업 외 1 종,054-337-5050,0505-337-5053,56,35.91357661,128.95987383
주식회사 에쓰엠텍,경상북도 영천시 화룡동,25994,금속 표시판 제조업 외 1 종,054-337-5120,0504-001-0020,4,35.97792386,128.92093379
성림첨단산업(주) 영천공장,경상북도 영천시 채신동,25999,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,054-337-5165,054-337-5169,26,35.91357661,128.95987383
대린테크(주),경상북도 영천시 도남동,29229,기타 가공 공작기계 제조업,054-337-5225,054-701-0413,12,35.93673831,128.93883558
충력시스템,경상북도 영천시 청통면,25113,육상 금속 골조 구조재 제조업,054-337-5236,054-337-5327,6,36.00912727,128.83399563
농업회사법인(주)세찬 제2공장,경상북도 영천시 임고면,10309,기타 과실채소 가공 및 저장 처리업,054-337-5357,054-337-5358,5,36.01669094,129.01587570
(주)한미산업,경상북도 영천시 고경면,30399,그 외 자동차용 신품 부품 제조업 외 6 종,054-337-5601,,20,36.00623465,129.09179185
(주)한미산업(대의공장),경상북도 영천시 고경면,30399,그 외 자동차용 신품 부품 제조업 외 6 종,054-337-5601,,15,36.00623465,129.09179185
(주)동명,경상북도 영천시 조교동,20312,복합비료 및 기타 화학비료 제조업,054-337-5808,054-338-5809,6,35.97669193,128.96573426
한남알에스(주),경상북도 영천시 금호읍,25113,육상 금속 골조 구조재 제조업,054-337-6272,054-337-6372,6,35.92147076,128.90702383
한남환경(주),경상북도 영천시 금호읍,25112,구조용 금속 판제품 및 공작물 제조업,054-337-6272,054-337-6372,4,35.92147076,128.90702383
(주)퓨어마인드,경상북도 영천시 완산동,10899,그 외 기타 식료품 제조업 외 1 종,054-337-6550,054-332-8660,7,35.96911289,128.97115183
정진케미텍,경상북도 영천시 고경면,22299,그 외 기타 플라스틱 제품 제조업,054-337-6693,054-337-6694,10,36.00623465,129.09179185
고경연사,경상북도 영천시 고경면,13104,연사 및 가공사 제조업,054-337-7123,054-337-7122,16,36.00623465,129.09179185
명진 RND,경상북도 영천시 대창면,24212,"알루미늄 제련, 정련 및 합금 제조업",054-337-7135,054-337-7136,12,35.88851007,128.88750399
승리산업,경상북도 영천시 임고면,20203,혼성 및 재생 플라스틱 소재 물질 제조업,054-337-7289,054-337-5971,5,36.01669094,129.01587570
농업회사법인 주식회사 안동농산,경상북도 영천시 청통면,10309,기타 과실채소 가공 및 저장 처리업,054-337-7389,054-331-4423,6,36.00912727,128.83399563
(주)신풍,경상북도 영천시 신녕면,22241,운송장비 조립용 플라스틱제품 제조업 외 2 종,054-337-7688,,21,36.07255316,128.80475302
(주)대성알엔피,경상북도 영천시 북안면,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-337-7776,054-337-8778,6,35.91641673,129.03259025
(주)팔미스메탈,경상북도 영천시 채신동,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-337-7787,054-337-7786,13,35.91357661,128.95987383
(주)팔미스메탈 제2공장,경상북도 영천시 채신동,25912,금속 단조제품 제조업,054-337-7787,054-337-7786,12,35.91357661,128.95987383
(주)다소니푸드,경상북도 영천시 고경면,10129,육류 기타 가공 및 저장처리업 (가금류 제외),054-337-7967,053-216-7968,11,36.00623465,129.09179185
주식회사 청통본가,경상북도 영천시 청통면,10519,기타 곡물 가공품 제조업,054-337-8033,054-331-3305,5,36.00912727,128.83399563
(주)신명특수강,경상북도 영천시 대창면,24312,강주물 주조업 외 1 종,054-337-8111,054-337-8112,20,35.88851007,128.88750399
(주)동서,경상북도 영천시 채신동,29176,액체 여과기 제조업 외 3 종,054-337-8170,,5,35.91357661,128.95987383
(주)우일산업,경상북도 영천시 대창면,23121,"1차 유리제품, 유리섬유 및 광학용 유리 제조업",054-337-8196,,9,35.88851007,128.88750399
해성시스템,경상북도 영천시 청통면,22223,플라스틱 창호 제조업,054-337-8208,054-337-8209,4,36.00912727,128.83399563
승리자원,경상북도 영천시 고경면,38311,금속류 해체 및 선별업 외 3 종,054-337-8373,,4,36.00623465,129.09179185
루트팜친환경영농조합법인,경상북도 영천시 오미동,10309,기타 과실채소 가공 및 저장 처리업,054-337-8432,054-337-8432,7,36.01556744,128.94930142
우정섬유,경상북도 영천시 망정동,13104,연사 및 가공사 제조업,054-337-8633,054-337-7594,3,35.97805433,128.95399701
(주)우정텍스,경상북도 영천시 망정동,13213,화학섬유직물 직조업,054-337-8633,,6,35.97805433,128.95399701
(주)태광금속,경상북도 영천시 금호읍,25912,금속 단조제품 제조업 외 4 종,054-337-8811,053-0352-9303,29,35.92147076,128.90702383
(주)대영산업,경상북도 영천시 고경면,23993,비금속광물 분쇄물 생산업,054-337-8828,054-337-1788,27,36.00623465,129.09179185
국일화학(주),경상북도 영천시 채신동,10831,"식초, 발효 및 화학 조미료 제조업 외 1 종",054-337-9101,054-337-9106,7,35.91357661,128.95987383
(주)천지기공,경상북도 영천시 오수동,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,054-337-9139,054-337-9140,10,35.96292926,128.91220718
(주)화남텍스,경상북도 영천시 화남면,13213,화학섬유직물 직조업,054-337-9186,054-331-9902,6,36.11080064,128.86520597
우림섬유,경상북도 영천시 청통면,13104,연사 및 가공사 제조업,054-337-9450,054-0337-9451,17,36.00912727,128.83399563
서광산업,경상북도 영천시 채신동,13219,특수 직물 및 기타 직물 직조업,054-337-9539,054-337-5293,6,35.91357661,128.95987383
(주)옹가네푸드,경상북도 영천시 채신동,10832,천연 및 혼합조제 조미료 제조업,054-337-9710,054-337-7667,3,35.91357661,128.95987383
에코피에스,경상북도 영천시 신녕면,20203,혼성 및 재생 플라스틱 소재 물질 제조업,054-337-9775,054-337-9776,8,36.07255316,128.80475302
그린종합정비공장,경상북도 영천시 오수동,29241,건설 및 채광용 기계장비 제조업,054-337-9900,054-337-9907,13,35.96292926,128.91220718
농업회사법인(주)동서건강,경상북도 영천시 작산동,10309,기타 과실채소 가공 및 저장 처리업,054-338-0030,054-336-1330,60,35.94147280,128.95942179
(주)은해,경상북도 영천시 청통면,25924,절삭가공 및 유사처리업,054-338-0093,054-338-6886,4,36.00912727,128.83399563
(주)투엠모터스,경상북도 영천시 북안면,30332,자동차용 신품 전기장치 제조업 외 16 종,054-338-0211,054-338-0213,41,35.91641673,129.03259025
동서,경상북도 영천시 도림동,22211,"플라스틱 선, 봉, 관 및 호스 제조업",054-338-0221,054-338-0222,6,36.03338272,128.95378600
별빛의자,경상북도 영천시 망정동,32091,금속 가구 제조업,054-338-0235,054-338-0255,8,35.97805433,128.95399701
(주)드림텍,경상북도 영천시 채신동,20131,무기안료용 금속 산화물 및 관련 제품 제조업 외 1 종,054-338-0277,054-338-0278,10,35.91357661,128.95987383
금화산업,경상북도 영천시 임고면,22299,그 외 기타 플라스틱 제품 제조업,054-338-0448,054-338-0449,2,36.01669094,129.01587570
거창피엘티 주식회사,경상북도 영천시 도남동,25991,금속 캔 및 기타 포장용기 제조업 외 4 종,054-338-0461,054-338-0464,19,35.93673831,128.93883558
정식품,경상북도 영천시 화북면,10832,천연 및 혼합조제 조미료 제조업,054-338-0532,054-338-0536,15,36.10724814,128.96328018
아연정밀,경상북도 영천시 괴연동,29293,주형 및 금형 제조업,054-338-0602,054-338-0612,5,35.90549541,128.96496376
(주)신영스틸,경상북도 영천시 청통면,25113,육상 금속 골조 구조재 제조업 외 1 종,054-338-0831,054-338-0830,30,36.00912727,128.83399563
(주)크리오디엔에스,경상북도 영천시 고경면,20422,"치약, 비누 및 기타 세제 제조업",054-338-0901,054-338-0905,10,36.00623465,129.09179185
팔조령,경상북도 영천시 고경면,11111,탁주 및 약주 제조업,054-338-1080,054-338-1081,10,36.00623465,129.09179185
(주)동부아디아,경상북도 영천시 대창면,25113,육상 금속 골조 구조재 제조업,054-338-1100,054-338-1500,21,35.88851007,128.88750399
농업법인회사 기림바이오(주),경상북도 영천시 금호읍,10833,장류 제조업 외 2 종,054-338-1141,054-338-1181,2,35.92147076,128.90702383
농업회사법인(주)천연식품,경상북도 영천시 신녕면,10741,"식초, 발효 및 화학 조미료 제조업",054-338-1145,054-338-1148,27,36.07255316,128.80475302
한신에스텍,경상북도 영천시 봉동,25924,절삭가공 및 유사처리업 외 1 종,054-338-1175,054-338-1176,4,35.93504793,128.96542779
이송산업개발(주),경상북도 영천시 대창면,32029,기타 목재가구 제조업,054-338-1250,054-338-1258,29,35.88851007,128.88750399
(주)골드랜드,경상북도 영천시 신기동,20203,혼성 및 재생 플라스틱 소재 물질 제조업,054-338-1285,054-336-1280,2,36.01675118,128.95480915
(주)범웅리사이클링,경상북도 영천시 화산면,23324,"콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 1 종",054-338-1332,054-338-1330,13,36.03702909,128.90251977
한솔섬유,경상북도 영천시 금호읍,13223,커튼 및 유사제품 제조업,054-338-1515,054-338-1516,12,35.92147076,128.90702383
기백산업사,경상북도 영천시 고경면,13922,어망 및 기타 끈 가공품 제조업,054-338-1739,054-338-2749,11,36.00623465,129.09179185
기백산업사,경상북도 영천시 고경면,13922,어망 및 기타 끈 가공품 제조업,054-338-1739,,18,36.00623465,129.09179185
(주)성원,경상북도 영천시 화남면,23211,정형 내화 요업제품 제조업 외 1 종,054-338-2050,054-338-2051,7,36.11080064,128.86520597
주식회사 경북컨테이너,경상북도 영천시 작산동,25119,기타 구조용 금속제품 제조업,054-338-2111,054-0338-2119,4,35.94147280,128.95942179
대상단조(주),경상북도 영천시 채신동,25912,금속 단조제품 제조업,054-338-2161,054-338-2163,17,35.91357661,128.95987383
연정그린영농조합법인,경상북도 영천시 신녕면,16102,표면 가공 목재 및 특정 목적용 제재목 제조업,054-338-2205,054-333-2207,4,36.07255316,128.80475302
(주)세진테크,경상북도 영천시 대창면,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-338-2550,054-336-2552,10,35.88851007,128.88750399
예스산업,경상북도 영천시 금호읍,22241,운송장비 조립용 플라스틱제품 제조업,054-338-2620,054-338-2621,9,35.92147076,128.90702383
용명산업,경상북도 영천시 금호읍,22249,기타 기계 장비 조립용 플라스틱 제품 제조업,054-338-2620,054-338-2621,0,35.92147076,128.90702383
위즈테크,경상북도 영천시 금호읍,29293,주형 및 금형 제조업,054-338-3056,054-338-3057,4,35.92147076,128.90702383
현대글로벌(주),경상북도 영천시 금호읍,25991,금속 캔 및 기타 포장용기 제조업 외 2 종,054-338-3179,,23,35.92147076,128.90702383
(주)그린이앤씨,경상북도 영천시 도남동,20129,기타 기초 무기 화학물질 제조업,054-338-3320,054-0338-3324,4,35.93673831,128.93883558
(주)엔텍,경상북도 영천시 고경면,30310,자동차 엔진용 신품 부품 제조업,054-338-3373,054-338-3375,50,36.00623465,129.09179185
(주)삼성하우징영천공장,경상북도 영천시 금호읍,23321,비내화 모르타르 제조업,054-338-3505,054-338-3508,6,35.92147076,128.90702383
(주)유학테크,경상북도 영천시 채신동,25913,자동차용 금속 압형제품 제조업,054-338-4556,070-7500-4820,12,35.91357661,128.95987383
(주)금창채신공장,경상북도 영천시 채신동,30320,자동차 차체용 신품 부품 제조업 외 1 종,054-338-5000,,25,35.91357661,128.95987383
에스엠티,경상북도 영천시 괴연동,20119,기타 기초 유기화학 물질 제조업 외 3 종,054-338-5014,054-338-0515,1,35.90549541,128.96496376
(주)에이치제이퓨처,경상북도 영천시 금호읍,25914,그 외 금속 압형제품 제조업,054-338-5070,054-338-5073,10,35.92147076,128.90702383
(주)세원이엔아이,경상북도 영천시 도남동,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-338-5161,0505-338-5161,230,35.93673831,128.93883558
(주)세원정공,경상북도 영천시 도남동,29293,주형 및 금형 제조업,054-338-5161,053-583-3555,38,35.93673831,128.93883558
(주)삼구산업,경상북도 영천시 화산면,23999,그 외 기타 분류 안된 비금속 광물제품 제조업,054-338-5177,,4,36.03702909,128.90251977
농업회사법인 조에허브(주),경상북도 영천시 청통면,10309,기타 과실채소 가공 및 저장 처리업,054-338-5377,054-331-3733,6,36.00912727,128.83399563
주식회사 와이투테크,경상북도 영천시 고경면,30399,그 외 자동차용 신품 부품 제조업,054-338-5401,054-338-5403,5,36.00623465,129.09179185
(주)정원레미콘,경상북도 영천시 고경면,23322,레미콘 제조업,054-338-5500,054-337-1779,25,36.00623465,129.09179185
(주)현대에코팩,경상북도 영천시 도남동,17211,골판지 제조업 외 1 종,054-338-5505,054-613-5669,3,35.93673831,128.93883558
이에프특장차(주),경상북도 영천시 대창면,30201,차체 및 특장차 제조업 외 1 종,054-338-5660,054-338-5662,30,35.88851007,128.88750399
신우약초영농조합법인,경상북도 영천시 매산동,10309,기타 과실채소 가공 및 저장 처리업,054-338-5677,054-336-5677,4,36.03173488,128.92263625
토영산업,경상북도 영천시 채신동,20501,합성섬유 제조업,054-338-5688,,3,35.91357661,128.95987383
미래테크,경상북도 영천시 도남동,25924,절삭가공 및 유사처리업,054-338-6005,054-338-6050,4,35.93673831,128.93883558
세운산업,경상북도 영천시 금호읍,30331,자동차용 신품 동력전달장치 제조업 외 1 종,054-338-6051,054-338-6052,7,35.92147076,128.90702383
세운산업,경상북도 영천시 금호읍,30331,자동차용 신품 동력전달장치 제조업 외 1 종,054-338-6051,054-338-6052,5,35.92147076,128.90702383
주식회사 지오스,경상북도 영천시 고경면,13910,"카펫, 마루덮개 및 유사제품 제조업 외 1 종",054-338-6112,054-336-3850,4,36.00623465,129.09179185
영천엔지니어링,경상북도 영천시 금노동,29241,건설 및 채광용 기계장비 제조업,054-338-6121,054-332-5559,5,35.94642833,128.94326126
동방알미늄,경상북도 영천시 대창면,25112,구조용 금속 판제품 및 공작물 제조업,054-338-6211,054-338-3964,5,35.88851007,128.88750399
(주)국제금속,경상북도 영천시 금호읍,24213,"연 및 아연 제련, 정련 및 합금 제조업",054-338-6622,054-338-6621,70,35.92147076,128.90702383
(주)정우화학,경상북도 영천시 채신동,20129,기타 기초 무기 화학물질 제조업,054-338-6636,054-338-6637,5,35.91357661,128.95987383
(주)혜성,경상북도 영천시 망정동,30331,자동차용 신품 동력전달장치 제조업 외 4 종,054-338-6678,054-335-9103,22,35.97805433,128.95399701
(주)혜성,경상북도 영천시 망정동,30331,자동차용 신품 동력전달장치 제조업 외 4 종,054-338-6678,054-338-6679,20,35.97805433,128.95399701
(주)스템테크,경상북도 영천시 채신동,30320,자동차 차체용 신품 부품 제조업 외 1 종,054-338-6696,054-338-6697,38,35.91357661,128.95987383
금강철강,경상북도 영천시 완산동,24199,그 외 기타 1차 철강 제조업,054-338-6868,054-338-6867,4,35.96911289,128.97115183
(주)경북제어기술,경상북도 영천시 북안면,27215,기기용 자동측정 및 제어장치 제조업 외 5 종,054-338-6911,054-338-6910,8,35.91641673,129.03259025
성심정밀(주),경상북도 영천시 청통면,30320,자동차 차체용 신품 부품 제조업 외 1 종,054-338-6988,054-338-6989,20,36.00912727,128.83399563
미송조경,경상북도 영천시 대창면,16229,기타 건축용 나무제품 제조업 외 2 종,054-338-6993,054-335-6994,1,35.88851007,128.88750399
대광스프링,경상북도 영천시 금호읍,25943,금속 스프링 제조업,054-338-7252,054-338-7254,13,35.92147076,128.90702383
(주)에스에이치테크,경상북도 영천시 도동,13221,침구 및 관련제품 제조업,054-338-7383,054-0338-382,4,35.94163522,128.94027869
(주)씨이엠,경상북도 영천시 도동,13221,침구 및 관련제품 제조업,054-338-7383,054-338-7382,0,35.94163522,128.94027869
경북농축산영농조합,경상북도 영천시 화산면,10896,건강보조용 액화식품 제조업,054-338-7570,054-335-7557,10,36.03702909,128.90251977
금강페인트공업(주),경상북도 영천시 고경면,20411,일반용 도료 및 관련제품 제조업 외 1 종,054-338-7722,054-338-7744,47,36.00623465,129.09179185
(주)계성테크,경상북도 영천시 채신동,25113,육상 금속 골조 구조재 제조업 외 4 종,054-338-8060,054-338-8060,14,35.91357661,128.95987383
(주)진성테크,경상북도 영천시 채신동,25113,육상 금속 골조 구조재 제조업 외 1 종,054-338-8061,054-338-8063,9,35.91357661,128.95987383
(주)위드조경,경상북도 영천시 화산면,16101,일반 제재업 외 5 종,054-338-8112,054-338-8113,10,36.03702909,128.90251977
에스텍 2공장,경상북도 영천시 북안면,30399,그 외 자동차용 신품 부품 제조업,054-3388-380,,7,35.91641673,129.03259025
에스텍,경상북도 영천시 북안면,30399,그 외 자동차용 신품 부품 제조업,054-338-8380,054-338-8381,20,35.91641673,129.03259025
세민산업,경상북도 영천시 화산면,22232,포장용 플라스틱 성형용기 제조업,054-338-8580,054-338-8581,7,36.03702909,128.90251977
도운섬유,경상북도 영천시 청통면,13219,특수 직물 및 기타 직물 직조업,054-338-8700,054-338-8702,12,36.00912727,128.83399563
효원개발,경상북도 영천시 고경면,22223,플라스틱 창호 제조업,054-338-8800,054-338-8801,10,36.00623465,129.09179185
(주)리유산업,경상북도 영천시 화산면,13229,기타 직물제품 제조업,054-338-8818,054-338-8819,10,36.03702909,128.90251977
(주)비스,경상북도 영천시 금호읍,10901,반려동물용 사료 제조업 외 2 종,054-338-8845,054-338-8846,3,35.92147076,128.90702383
주식회사 창명,경상북도 영천시 대창면,29293,주형 및 금형 제조업,054-338-8905,054-338-8904,2,35.88851007,128.88750399
페녹스코리아(주),경상북도 영천시 금호읍,24213,"연 및 아연 제련, 정련 및 합금 제조업",054-338-9003,054-338-9008,20,35.92147076,128.90702383
(주)하나그린폴,경상북도 영천시 화남면,22299,그 외 기타 플라스틱 제품 제조업,054-338-9050,054-338-9052,12,36.11080064,128.86520597
해뜨락영농조합법인,경상북도 영천시 금호읍,10794,두부 및 유사식품 제조업,054-338-9081,054-338-9082,25,35.92147076,128.90702383
