연번,구분,상호명,도로명주소,지번주소,전화번호,위도,경도
779,일반음식점,진하콩국밥,경상북도 영천시 동문길 100-1 (문외동),경상북도 영천시 문외동 168-6 ,054-333-9990,35.97000551,128.93589293
780,일반음식점,삼송,경상북도 영천시 천문로 283 (금노동),경상북도 영천시 금노동 515-13 ,054-338-8006,35.96363429,128.93362523
781,일반음식점,명성식육식당,경상북도 영천시 충효로 127-1 (야사동),경상북도 영천시 야사동 154-77 ,054-333-8383,35.97583671,128.94251572
782,일반음식점,에이스식당,경상북도 영천시 구읍4길 23 (완산동),경상북도 영천시 완산동 1082-35 ,054-336-3798,35.96202564,128.93530937
783,일반음식점,일취월장,경상북도 영천시 천문로 369 (창구동),경상북도 영천시 창구동 158-6 ,054-338-1773,35.97065836,128.93019990
784,일반음식점,감나무식당,경상북도 영천시 대창면 금창로 692,경상북도 영천시 대창면 대창리 1076-54 ,054-331-0461,35.87462136,128.89704120
785,일반음식점,약천숯불,경상북도 영천시 천문로 44 (도동),경상북도 영천시 도동 267-13 ,054-336-7200,35.94241325,128.92968896
786,일반음식점,고래불해물찜,"경상북도 영천시 야사시장길 6 (야사동,외1필지(야사 135-13))",경상북도 영천시 야사동 185-10 외1필지(야사 135-13) ,054-335-6787,35.97425328,128.94660016
787,일반음식점,조옹대식당,경상북도 영천시 임고면 포은로 510,경상북도 영천시 임고면 양항리 757-79 ,054-749-0818,36.02213356,128.97448039
788,일반음식점,점심시간,경상북도 영천시 상아탑길 23-5 (화룡동),경상북도 영천시 화룡동 179-5 ,054-331-9085,35.96628860,128.92157980
789,일반음식점,끼리끼리,경상북도 영천시 언하공단로 89 (망정동),경상북도 영천시 망정동 410-21 410-22(주1동) ,054-333-2891,35.98585248,128.95394659
790,일반음식점,친구야,"경상북도 영천시 창신1길 12, 107호 (망정동, 창신영천타운상가 )",경상북도 영천시 망정동 462-2 창신영천타운상가 107호,031-919-0895,35.98735652,128.95537031
791,일반음식점,락,"경상북도 영천시 시청남길 20 (문외동,(2층))",경상북도 영천시 문외동 40-14 (2층) ,,35.97217020,128.93928983
792,일반음식점,철이네 뒷고기,경상북도 영천시 금호읍 원제1길 12-13 ((주2) B동 1층),경상북도 영천시 금호읍 원제리 518 (주2)B동 1층 ,054-335-2935,35.94199055,128.89911859
793,일반음식점,도원식당,경상북도 영천시 동문길 84 (문외동),경상북도 영천시 문외동 164-11 ,054-332-7740,35.97001089,128.93488438
794,일반음식점,뭐물래예,경상북도 영천시 금호읍 금호시장길 3,경상북도 영천시 금호읍 냉천리 696-7 ,,35.93265393,128.87750929
795,일반음식점,마포숯불,경상북도 영천시 청산2길 3 (문외동),경상북도 영천시 문외동 9-13 ,,35.97397784,128.93769897
796,일반음식점,남연허브,경상북도 영천시 화북면 천문로 3054,경상북도 영천시 화북면 상송리 170-1 ,,36.15394530,128.91867217
797,일반음식점,공우이엔씨(주)충성대cc[그늘집],경상북도 영천시 고경면 호국로 575-79,경상북도 영천시 고경면 도암리 690 ,054-333-2330,35.99307979,128.99619150
798,일반음식점,이천뚝배기,경상북도 영천시 천문로 288 (완산동),경상북도 영천시 완산동 1269-4 ,,35.96396284,128.93375090
799,일반음식점,닭마을,경상북도 영천시 청통면 금송로 1011 ((좌측세째칸)),경상북도 영천시 청통면 치일리 44 ,,35.99425825,128.82014105
800,일반음식점,전원출동,경상북도 영천시 충효로 65 (문외동),경상북도 영천시 문외동 5-45 ,,35.97307394,128.93665319
801,일반음식점,병천오가피 순대,경상북도 영천시 호국로 208 (조교동),경상북도 영천시 조교동 463-2 ,054-334-0504,35.97721334,128.96002575
802,일반음식점,일미부산밀면,경상북도 영천시 금호읍 금호로 476,경상북도 영천시 금호읍 신월리 11-2 ,,35.94865117,128.90596989
803,일반음식점,인과인,,"경상북도 영천시 금호읍 교대리 220 9, 16 ",054-336-8004,,
804,일반음식점,효사랑요양병원장례식장식당,경상북도 영천시 금호읍 금호로 484,경상북도 영천시 금호읍 신월리 5-2 ,,35.94946386,128.90635866
805,일반음식점,삼봉식당,"경상북도 영천시 시장4길 52 (완산동,영천공설시장 상설점포 제2지구 91,92,95,96호)","경상북도 영천시 완산동 982-3 영천공설시장 상설점포 제2지구 91,92,95,96호 ",054-333-0202,35.96426957,128.93856849
806,일반음식점,종일분식,"경상북도 영천시 시장4길 52 (완산동,영천공설시장 상설점포 제3지구 67, 68호)","경상북도 영천시 완산동 982-3 영천공설시장 상설점포 제3지구 67, 68호 ",054-331-3077,35.96426957,128.93856849
807,일반음식점,상해대반점,경상북도 영천시 하이브리드로 687 (본촌동),경상북도 영천시 본촌동 308 ,054-335-0988,,
808,일반음식점,영천아이시물회전문,경상북도 영천시 영천아이시로 137 (본촌동),경상북도 영천시 본촌동 715-4 ,054-335-5175,35.92801671,128.95000857
809,일반음식점,한마을 핫 돈까스,,경상북도 영천시 화산면 연계리 651-1 ,054-338-0062,,
810,일반음식점,신선식당,경상북도 영천시 충효로 144 (야사동),경상북도 영천시 야사동 149 ,054-338-0062,35.97618579,128.94426705
811,일반음식점,통나무가든,경상북도 영천시 고경면 호국로 1027,경상북도 영천시 고경면 해선리 541-4 ,054-331-0779,36.00122448,129.04204019
812,일반음식점,개미식당,"경상북도 영천시 금호읍 금호로 101, 제1지구동 19호 (금호전통시장상설점포)",경상북도 영천시 금호읍 교대리 167-35 ,054-337-2777,35.93178888,128.87331114
813,일반음식점,어탕국수(금호점),경상북도 영천시 금호읍 금호로 30,경상북도 영천시 금호읍 덕성리 300 ,054-337-5009,35.92940500,128.86520003
814,일반음식점,지붕위에 파닭,경상북도 영천시 모란1길 4-1 (야사동),경상북도 영천시 야사동 331-34 ,054-338-3359,35.97516785,128.94059585
815,일반음식점,시루와방아,경상북도 영천시 시청로 7 (문외동),경상북도 영천시 문외동 38-7 ,054-332-8979,35.97146065,128.93808517
816,일반음식점,주주총회,경상북도 영천시 완산중앙9길 6 (완산동),경상북도 영천시 완산동 906-11 ,054-333-0506,35.96265053,128.93743342
817,일반음식점,땅땅치킨(야사점),경상북도 영천시 충효로 116 (야사동),경상북도 영천시 야사동 335-5 ,,35.97501422,128.94145099
818,일반음식점,금강매운탕,경상북도 영천시 천문로 911-1 (도림동),경상북도 영천시 도림동 1327-2 ,054-332-2923,36.01598300,128.92849319
819,일반음식점,산수정,경상북도 영천시 화남면 신선로 199,경상북도 영천시 화남면 신호리 88 ,054-332-2030,36.04233483,128.93989886
820,일반음식점,청정바지락칼국수,경상북도 영천시 금호읍 금호로 123,경상북도 영천시 금호읍 교대리 180-32 ,054-333-2100,35.93195466,128.87511285
821,일반음식점,독도회초밥,경상북도 영천시 천문로 343 (창구동),경상북도 영천시 창구동 101 ,054-333-2100,35.96821049,128.93061905
822,일반음식점,삼거리 보신원,경상북도 영천시 도들앞길 14-6 (도동),경상북도 영천시 도동 491-5 ,054-333-2100,35.94360646,128.92864295
823,일반음식점,참숯에 확 꾸워,"경상북도 영천시 문화새길 25, C동 6호 (야사동,문화상가)",경상북도 영천시 야사동 187-2 문화상가 C동 6호,054-333-2100,35.97296150,128.94709174
824,일반음식점,고향집(영천점),경상북도 영천시 망정1길 138 (망정동),경상북도 영천시 망정동 309-4 ,054-333-2100,35.97960574,128.95136633
825,일반음식점,먹쇠연탄불고기,경상북도 영천시 시장4길 14 (완산동),경상북도 영천시 완산동 1066-6 ,054-331-5925,35.96444044,128.93672269
826,일반음식점,미정식당,경상북도 영천시 금호읍 금호시장길 14-3,경상북도 영천시 금호읍 교대리 155-5 ,054-331-3116,35.93283060,128.87606476
827,일반음식점,불촌두마리치킨,경상북도 영천시 호국로 31-3 (야사동),경상북도 영천시 야사동 294-11 ,054-336-6622,35.97240456,128.94137382
828,일반음식점,소정구이,,경상북도 영천시 야사동 335-43 ,,,
829,일반음식점,동해회식당,,"경상북도 영천시 완산동 982-31 영천공설시장 제1지구 132,133,134,136,137호 ",054-335-0541,,
830,일반음식점,아이엠푸드,경상북도 영천시 삼산길 38 (문외동),경상북도 영천시 문외동 5 ,054-333-6233,35.97371784,128.93601610
831,일반음식점,주)영천장례식장,경상북도 영천시 오수1길 10 (오수동),경상북도 영천시 오수동 307 ,054-332-4000,35.95729740,128.91321026
832,일반음식점,정돈,경상북도 영천시 언하공단로 102 (망정동),경상북도 영천시 망정동 520-5 ,054-334-5144,35.98602376,128.95250497
833,일반음식점,보리분식,,경상북도 영천시 신녕면 매양리 377-1 ,054-332-2243,,
834,일반음식점,참숯훈제보쌈,,경상북도 영천시 금호읍 냉천리 417-20 외 1필지 ,054-335-8680,,
835,일반음식점,은행나무집,경상북도 영천시 화남면 한천길 166,경상북도 영천시 화남면 안천리 192 ,,36.07676079,128.89605055
836,일반음식점,뽀빠이짜장,경상북도 영천시 언하공단로 104 (망정동),경상북도 영천시 망정동 520-6 ,054-331-6641,35.98601260,128.95235186
837,일반음식점,고담(옛이야기),경상북도 영천시 금호읍 원제2길 16-2,경상북도 영천시 금호읍 원제리 19-3 ,054-333-3220,35.94250492,128.89922772
838,일반음식점,진미식당,경상북도 영천시 화북면 화북길 64,경상북도 영천시 화북면 자천리 778-1 ,,36.11054366,128.92110595
839,일반음식점,"장원오리백숙,매생이국밥",경상북도 영천시 새천년공원길 14 (조교동),경상북도 영천시 조교동 481-2 ,054-333-7722,35.98298132,128.96155300
840,일반음식점,금호장어구이.탕,경상북도 영천시 금호읍 금호로 133,경상북도 영천시 금호읍 교대리 157-4 ,054-334-4119,35.93227356,128.87611207
841,일반음식점,서부식당,경상북도 영천시 장수로 23-1 (화룡동),경상북도 영천시 화룡동 219-15 ,054-336-1710,35.96400457,128.92108188
842,일반음식점,영천참품한우,경상북도 영천시 고경면 단포구보길 19,경상북도 영천시 고경면 단포리 190-10 ,054-336-2990,35.97731029,128.97021917
843,일반음식점,착한 막창,경상북도 영천시 충효로 144 (야사동),경상북도 영천시 야사동 149 ,054-334-6925,35.97618579,128.94426705
844,일반음식점,중국성,경상북도 영천시 신녕면 장수로 1683,경상북도 영천시 신녕면 화성리 863-2 ,054-334-2787,36.04200325,128.78788089
845,일반음식점,대구막창,,경상북도 영천시 신녕면 화성리 855 외 1필지 C동 ,054-335-1214,,
846,일반음식점,어뮤즈소주방,경상북도 영천시 야사1길 6 (야사동),경상북도 영천시 야사동 183-1 ,054-337-9992,35.97435587,128.94596159
847,일반음식점,선이네분식,경상북도 영천시 동문길 4 (창구동),경상북도 영천시 창구동 147-11 ,054-333-3138,35.96959527,128.93057777
848,일반음식점,삼사낚시터식당,경상북도 영천시 고경면 추곡길 215-12,경상북도 영천시 고경면 용전리 889 ,054-336-0599,35.98685988,129.02394179
849,일반음식점,홍이 양꼬치,경상북도 영천시 완산중앙3길 20-1 (완산동),경상북도 영천시 완산동 905-8 ,054-333-7366,35.96210456,128.93749693
850,일반음식점,7080세시봉,경상북도 영천시 금호읍 원제2길 14,경상북도 영천시 금호읍 원제리 17-2 ,054-333-0042,35.94231875,128.89930063
851,일반음식점,뚜뚜리,경상북도 영천시 동부로 39-1 (야사동),경상북도 영천시 야사동 192-1 ,054-337-2512,35.97376793,128.94818942
852,일반음식점,만남구이,,경상북도 영천시 금호읍 냉천리 719 ,054-335-8222,,
853,일반음식점,석화한식당,경상북도 영천시 금호읍 교대2길 16,경상북도 영천시 금호읍 교대리 186-6 ,054-333-2266,35.93316415,128.87610179
854,일반음식점,사오정식당,경상북도 영천시 금호읍 원제2길 9,경상북도 영천시 금호읍 원제리 517 ,054-337-3233,35.94190437,128.89931515
855,일반음식점,우천전원식당,경상북도 영천시 청통면 청통로 43,경상북도 영천시 청통면 우천리 141-4 ,054-336-1116,35.99846465,128.88269525
856,일반음식점,통큰집,경상북도 영천시 하이브리드로 748 (본촌동),경상북도 영천시 본촌동 628 ,054-335-1245,,
857,일반음식점,영천닭칼국수,경상북도 영천시 한방로 163 (작산동),경상북도 영천시 작산동 299-3 ,054-337-4664,35.93921820,128.94575624
858,일반음식점,삼천식당,경상북도 영천시 영화로 142 (완산동),경상북도 영천시 완산동 1250-7 ,054-332-9796,35.95780292,128.94350377
859,일반음식점,멕시카나치킨,경상북도 영천시 충효로 13 (문내동),경상북도 영천시 문내동 209-39 ,,35.97064448,128.93144849
860,일반음식점,큰손칼국수,경상북도 영천시 문외1길 23 (문외동),경상북도 영천시 문외동 155-2 ,,35.97032625,128.93491828
861,일반음식점,아베크,경상북도 영천시 충효로 79 (문외동),경상북도 영천시 문외동 9-56 ,054-331-6773,35.97365704,128.93786594
862,일반음식점,보현산댐휴게소,경상북도 영천시 화북면 천문로 3087,경상북도 영천시 화북면 상송리 145-3 ,054-335-7776,36.15548972,128.91588397
863,일반음식점,고경 가마솥곰탕,경상북도 영천시 고경면 호국로 1279,경상북도 영천시 고경면 상덕리 341-5 ,054-336-1127,36.00375892,129.06889237
864,일반음식점,파닭에 파무쳐,경상북도 영천시 호국로 54-1 (야사동),경상북도 영천시 야사동 178-29 ,054-335-7054,35.97317409,128.94389592
865,일반음식점,신라숯불갈비,경상북도 영천시 고경면 단포2안길 35-38,경상북도 영천시 고경면 단포리 150 ,054-337-4044,35.98303933,128.97530176
866,일반음식점,진배기원조할매국밥,경상북도 영천시 금강길 8 (완산동),경상북도 영천시 완산동 983-3 ,054-337-0103,35.96327004,128.93925749
867,일반음식점,화로뒷고기,경상북도 영천시 최무선로 217-1 (성내동),경상북도 영천시 성내동 175-10 188-2 ,054-332-8923,35.96357493,128.92461150
868,일반음식점,동산정원,"경상북도 영천시 임고면 포은로 175-32 (574-1,575,575-2)","경상북도 영천시 임고면 매호리 574 574-1,575,575-2 ",054-333-7111,35.99413315,128.96357856
869,일반음식점,비비큐치킨,경상북도 영천시 호국로 30 (야사동),경상북도 영천시 야사동 293-21 ,054-337-1919,35.97204649,128.94143005
870,일반음식점,본죽앤비빔밥,"경상북도 영천시 동부로 43 (야사동,(102호))",경상북도 영천시 야사동 189-19 (102호) ,054-334-6488,35.97407641,128.94807043
871,일반음식점,산호칼국수,경상북도 영천시 최무선로 331 (문외동),경상북도 영천시 문외동 109 ,054-336-1788,35.96927982,128.93497580
872,일반음식점,별마로감자탕IC광장점,경상북도 영천시 영천아이시로 166-5 (본촌동),경상북도 영천시 본촌동 676-1 ,,35.92528174,128.95024325
873,일반음식점,안심정,경상북도 영천시 임고면 방목길 34,경상북도 영천시 임고면 효리 807 ,054-332-2128,36.03593761,129.00821135
874,일반음식점,가블렛,경상북도 영천시 모란1길 4 (야사동),경상북도 영천시 야사동 331-51 ,054-338-3666,35.97500918,128.94065790
875,일반음식점,시골농장식당,경상북도 영천시 상신기길 95-107 (신기동),경상북도 영천시 신기동 152 ,054-338-2625,36.00188224,128.95429759
876,일반음식점,모퉁이삼겹살,경상북도 영천시 무궁화길 73 (문외동),경상북도 영천시 문외동 9-39 ,,35.97432801,128.93842335
877,일반음식점,현대물산,경상북도 영천시 완산중앙3길 4-1 (완산동),경상북도 영천시 완산동 1086-11 ,054-334-9592,35.96144907,128.93749282
878,일반음식점,천문대로맛집,경상북도 영천시 선창길 9 (도림동),경상북도 영천시 도림동 709-4 ,054-334-4300,36.01859875,128.92997825
879,일반음식점,도파,경상북도 영천시 무궁화길 70 (문외동),경상북도 영천시 문외동 9-46 ,054-336-9837,35.97406918,128.93833438
880,일반음식점,쌈지돈,경상북도 영천시 충효로 57 (문외동),경상북도 영천시 문외동 0 토지구획정리사업지구 21블록 8로트 ,054-334-0078,35.97261093,128.93567277
881,일반음식점,한끼식사,경상북도 영천시 옛군청2길 9 (문내동),경상북도 영천시 문내동 198-7 ,054-337-1244,35.96887063,128.93107811
882,일반음식점,조양식당,"경상북도 영천시 천문로 484 (화룡동,외1필)",경상북도 영천시 화룡동 84-10 외1필 ,054-335-5053,35.97872725,128.92369999
883,일반음식점,소대장,경상북도 영천시 호국로 69-3 (야사동),경상북도 영천시 야사동 180-1 ,054-335-8112,35.97415889,128.94504987
884,일반음식점,금와숯불,경상북도 영천시 강남길 43-1 (완산동),경상북도 영천시 완산동 1000-86 ,054-338-6609,35.96590799,128.93769879
885,일반음식점,한우진 식육식당,경상북도 영천시 신녕면 장수로 1617,경상북도 영천시 신녕면 완전리 880 ,054-334-5182,36.03608553,128.78946977
886,일반음식점,옛터식당,경상북도 영천시 동문길 124 (문외동),경상북도 영천시 문외동 180-2 ,054-334-7859,,
887,일반음식점,나무그늘카페,경상북도 영천시 임고면 포은로 456,경상북도 영천시 임고면 양항리 470-3 ,054-338-6267,36.01731317,128.97467188
888,일반음식점,바바,"경상북도 영천시 교창길 12 (창구동,55)",경상북도 영천시 창구동 54 55 ,054-332-4030,35.96695806,128.93045657
889,일반음식점,서민회센타,경상북도 영천시 금호읍 금호로 141-1,경상북도 영천시 금호읍 냉천리 694-4 ,054-331-9296,35.93240450,128.87706347
890,일반음식점,육미예찬,경상북도 영천시 영화로 373 (망정동),경상북도 영천시 망정동 140-2 140-4 ,054-333-3680,35.97529284,128.95247690
891,일반음식점,별빛촌,"경상북도 영천시 문화새길 25, B동 4호 (야사동,상가)",경상북도 영천시 야사동 187-2 상가 B동 4호,054-331-0067,35.97327217,128.94675977
892,일반음식점,도남공단매점카페,경상북도 영천시 도남공단3길 76 (도남동),경상북도 영천시 도남동 190 ,054-331-9919,35.93166607,128.94070942
893,일반음식점,정원돼지국밥,경상북도 영천시 천문로 696 (오미동),경상북도 영천시 오미동 874-2 ,,35.99645530,128.92442449
894,일반음식점,서가원 김밥 경북영천점,경상북도 영천시 충효로 51 (문외동),경상북도 영천시 문외동 250-2 토지구획정리사업지구 21B 11L ,054-331-5292,35.97241843,128.93523310
895,일반음식점,요리성 반점,경상북도 영천시 고경면 호국로 685,경상북도 영천시 고경면 도암리 533-5 ,054-331-1072,35.99510501,129.00699151
896,일반음식점,별밤글램핑식당,경상북도 영천시 임고면 포은로 814,경상북도 영천시 임고면 6-3 ,,36.04524565,128.98842181
897,일반음식점,누리마을감자탕,경상북도 영천시 영화로 350 (조교동),경상북도 영천시 조교동 713-1 ,054-333-2023,35.97303012,128.95213395
898,일반음식점,부도난 남자의 찜닭,경상북도 영천시 무궁화길 36 (문외동),경상북도 영천시 문외동 5-29 ,054-337-1116,35.97326311,128.93667178
899,일반음식점,까꾸리식당,경상북도 영천시 금호읍 금호로 140,경상북도 영천시 금호읍 냉천리 693-5 ,054-331-7771,35.93206541,128.87688866
900,일반음식점,송이식당,경상북도 영천시 금호읍 금호로 146-7,경상북도 영천시 금호읍 냉천리 691 ,054-338-7772,35.93209227,128.87775630
901,일반음식점,봉해꼬치집,"경상북도 영천시 강남길 33, 완산청구하이츠 106동 105호 (완산동)",경상북도 영천시 완산동 988-4 완산청구하이츠 ,054-338-3537,35.96540074,128.93690323
902,일반음식점,고속기사식당,"경상북도 영천시 한방로 109 (작산동,315-5,317-3,317-4)","경상북도 영천시 작산동 315-2 315-5,317-3,317-4 ",054-337-1802,35.93957294,128.93979711
903,일반음식점,미인,경상북도 영천시 금호읍 교대길 3-1,경상북도 영천시 금호읍 교대리 215-7 216-3 ,054-333-7109,35.93148989,128.87193543
904,일반음식점,명성식당,경상북도 영천시 상록2길 26 (야사동),경상북도 영천시 야사동 334-34 ,,35.97421030,128.94265731
905,일반음식점,고경식당,경상북도 영천시 고경면 호국로 1068-3,경상북도 영천시 고경면 해선리 321-13 ,,36.00077882,129.04642331
906,일반음식점,자연식당,경상북도 영천시 신녕면 본관시장길 21-1,경상북도 영천시 신녕면 화성리 867-7 ,054-331-0669,36.04197869,128.78714410
907,일반음식점,영심이족발,경상북도 영천시 옛군청2길 14 (문내동),경상북도 영천시 문내동 196 ,,35.96864658,128.93132079
908,일반음식점,수레바퀴,,경상북도 영천시 청통면 대평리 1021 ,054-331-3511,,
909,일반음식점,동흥식당,경상북도 영천시 북안면 운북로 2050,경상북도 영천시 북안면 임포리 398 ,,35.92003574,129.00811129
910,일반음식점,나무그늘,경상북도 영천시 임고면 포은로 456 (2층),경상북도 영천시 임고면 양항리 470-3 2층 ,054-331-1881,36.01731317,128.97467188
911,일반음식점,삼시세끼밥상,"경상북도 영천시 언하공단로 60, 103호 (망정동)",경상북도 영천시 망정동 417-32 ,054-332-4021,35.98651445,128.95704365
912,일반음식점,소백산식육식당,경상북도 영천시 청솔길 50 (망정동),경상북도 영천시 망정동 409-14 ,054-337-0734,35.99098490,128.95565578
913,일반음식점,오리사랑,경상북도 영천시 금호읍 교대4길 13,경상북도 영천시 금호읍 교대리 184-17 ,,35.93282465,128.87508669
914,일반음식점,운주식당,경상북도 영천시 임고면 운주로 12,경상북도 영천시 임고면 양항리 757-98 ,054-335-5880,36.01650517,128.97573023
915,일반음식점,옛날추어탕 손칼국수,"경상북도 영천시 문화새길 25, E동 2호 (야사동, 문화상가)",경상북도 영천시 야사동 187-2 문화상가 E동 2호 ,054-338-9294,35.97296150,128.94709174
916,일반음식점,마차이짬뽕,경상북도 영천시 영화로 350 (조교동),경상북도 영천시 조교동 713-1 ,,35.97303012,128.95213395
917,일반음식점,황금돼지 뒷고기,"경상북도 영천시 미륵4길 7, 111,112호 (망정동, 황금상가 )","경상북도 영천시 망정동 131 황금상가 111,112호",054-334-2587,35.97257257,128.94895706
918,일반음식점,하양할매곰탕,경상북도 영천시 금호읍 금호로 109-1,경상북도 영천시 금호읍 교대리 167-40 ,054-335-7764,35.93163162,128.87368352
919,일반음식점,야사국수,경상북도 영천시 호국로 28-1 (야사동),경상북도 영천시 야사동 292-7 ,054-338-6166,35.97201701,128.94132681
920,일반음식점,우로지식당,"경상북도 영천시 언하공단로 74, 102호 (망정동, 상가)",경상북도 영천시 망정동 417-20 상가 102호,053-292-7822,35.98635768,128.95561176
921,일반음식점,집으로 촌두부,경상북도 영천시 상록1길 46 (야사동),경상북도 영천시 야사동 335-16 ,,35.97444443,128.94107463
922,일반음식점,대박양념오뎅,,경상북도 영천시 야사동 192-2 D동 103호,054-338-5289,,
923,일반음식점,불닭발땡초 동대문 엽기 떡볶이 영천야사점,경상북도 영천시 충효로 109 (야사동),경상북도 영천시 야사동 331-50 ,054-334-8604,35.97506471,128.94076352
924,일반음식점,막썰어횟집,경상북도 영천시 신녕면 장수로 1600,경상북도 영천시 신녕면 완전리 672-4 ,054-334-0306,36.03509025,128.79111052
925,일반음식점,궁전손짜장,경상북도 영천시 호국로 216 (조교동),경상북도 영천시 조교동 462-2 ,054-337-7599,35.97741337,128.96079841
926,일반음식점,명물추어탕,경상북도 영천시 영화로 240 (완산동),경상북도 영천시 완산동 499-20 ,,35.96389625,128.94897889
927,일반음식점,딱한잔,경상북도 영천시 완산로 30 (완산동),경상북도 영천시 완산동 978-13 ,,35.96272715,128.93944768
928,일반음식점,송정코다리,경상북도 영천시 대창면 금창로 549-2,경상북도 영천시 대창면 대창리 407-2 ,054-336-1994,35.88631961,128.89145474
929,일반음식점,통큰생오리영천점,경상북도 영천시 충효로 138 (야사동),경상북도 영천시 야사동 154-34 ,054-331-9233,35.97595354,128.94361105
930,일반음식점,노팅힐,경상북도 영천시 문외4길 4 (문외동),경상북도 영천시 문외동 151-9 ,054-337-3388,35.97111911,128.93475265
931,일반음식점,해피분식,경상북도 영천시 천문로 342-1 (창구동),경상북도 영천시 창구동 95-3 ,054-332-8898,35.96827169,128.93107351
932,일반음식점,오션힐스 영천점 클럽하우스,경상북도 영천시 임고면 방목길 34-2,경상북도 영천시 임고면 효리 1 ,,36.04805939,129.01236672
933,일반음식점,오션힐스영천점 그늘집 -1,경상북도 영천시 임고면 방목길 34-2,경상북도 영천시 임고면 효리 1 ,054-331-6268,36.04805939,129.01236672
934,일반음식점,오션힐스 영천점 그늘집-2,경상북도 영천시 임고면 방목길 34-2,경상북도 영천시 임고면 효리 1 ,054-336-5797,36.04805939,129.01236672
935,일반음식점,오션힐스영천점 그늘집 - 3,경상북도 영천시 임고면 방목길 34-2,경상북도 영천시 임고면 효리 1 ,054-338-9282,36.04805939,129.01236672
936,일반음식점,참좋은 요양병원장례식장 식당,경상북도 영천시 망정1길 32 (망정동),경상북도 영천시 망정동 179-1 ,054-331-6233,35.97652085,128.94884839
937,일반음식점,자연숯불갈비,경상북도 영천시 화남면 천문로 1595,경상북도 영천시 화남면 삼창리 1215-10 ,054-334-2066,36.05990078,128.89166923
938,일반음식점,선산 할매곱창,경상북도 영천시 중앙동4길 5 (문외동),경상북도 영천시 문외동 198-1 ,054-333-8200,35.97324764,128.93409087
939,일반음식점,시대 먹거리,경상북도 영천시 시장5길 7 (완산동),경상북도 영천시 완산동 988-36 ,054-336-9197,35.96546907,128.93756488
940,일반음식점,별빛숯불곰장어아나고,경상북도 영천시 충효로 75-1 (문외동),경상북도 영천시 문외동 5-38 ,054-333-3593,35.97345895,128.93745967
941,일반음식점,호식이두마리치킨2호점,"경상북도 영천시 문화새길 25, 14동 8호 (야사동, 문화아파트상가)",경상북도 영천시 야사동 187-2 문화아파트상가 14동 8호,,35.97313065,128.94706067
942,일반음식점,원리치피자,경상북도 영천시 문외1길 33 (문외동),경상북도 영천시 문외동 154-2 ,054-337-3359,35.97066615,128.93467043
943,일반음식점,우리농장,경상북도 영천시 충효로 53-1 (문외동),경상북도 영천시 문외동 250-4 ,054-338-2448,35.97248982,128.93542315
944,일반음식점,임고식당,경상북도 영천시 임고면 포은로 467,경상북도 영천시 임고면 양항리 482-5 ,054-338-2702,36.01831220,128.97417914
945,일반음식점,언니야국수,"경상북도 영천시 영천고1길 75, 야사동 101호 (야사동, 유성타워상가)",경상북도 영천시 야사동 215-1 ,,35.97113408,128.94570776
946,일반음식점,동경참치,"경상북도 영천시 언하공단로 70, 101,102호 (망정동, 위너스타운상가)","경상북도 영천시 망정동 417-16 위너스타운상가 101,102호",054-333-2000,35.98642390,128.95602822
947,일반음식점,별빛식당,경상북도 영천시 망정로 17 (망정동),경상북도 영천시 망정동 233 ,054-338-7123,35.97759420,128.95292148
948,일반음식점,깡통갈비,"경상북도 영천시 언하공단로 70, 104,105동 (망정동, 위너스빌)",경상북도 영천시 망정동 417-16 ,054-332-1787,35.98642390,128.95602822
949,일반음식점,해용반점,경상북도 영천시 신녕면 장수로 1719-4,경상북도 영천시 신녕면 화성리 805-2 ,054-333-3917,36.04541003,128.78705810
950,일반음식점,안동식당,경상북도 영천시 청통면 청통로 894-53,경상북도 영천시 청통면 치일리 407 ,054-333-2226,,
951,일반음식점,1.2.3 포차,경상북도 영천시 호국로 89 (야사동),경상북도 영천시 야사동 133-2 ,,35.97485250,128.94716845
952,일반음식점,경산식당,경상북도 영천시 청통면 청통로 894-51,경상북도 영천시 청통면 치일리 407 ,,,
953,일반음식점,안동옥계찜닭,경상북도 영천시 교창길 6 (창구동),경상북도 영천시 창구동 50 ,054-335-0903,35.96681179,128.93084002
954,일반음식점,대구식당,경상북도 영천시 청통면 청통로 894-36,경상북도 영천시 청통면 치일리 405-2 ,,,
955,일반음식점,스타한식코너,경상북도 영천시 금완로 51 (완산동),경상북도 영천시 완산동 1100-2 ,054-336-8972,35.96077075,128.93391203
956,일반음식점,한끼,경상북도 영천시 상록5길 61-4 (야사동),경상북도 영천시 야사동 154-33 ,054-338-7044,35.97603325,128.94389408
957,일반음식점,청정굴국밥,경상북도 영천시 중앙동2길 78 (문외동),경상북도 영천시 문외동 126-5 ,,35.97423506,128.93256696
958,일반음식점,녹수식당,경상북도 영천시 신녕면 장수로 1710-5,경상북도 영천시 신녕면 화성리 818-7 ,,36.04429327,128.78753735
959,일반음식점,황금생막창,경상북도 영천시 모란1길 12 (야사동),경상북도 영천시 야사동 331 ,054-331-3505,35.97569909,128.94019900
960,일반음식점,별빛산골능이버섯,경상북도 영천시 운동장로 30-1 (교촌동),경상북도 영천시 교촌동 256-25 ,054-332-1313,35.96565538,128.92443033
